previous_operator_utterance,current_utterance
オペレーター: はい。,カスタマー: っと春なので桜とか綺麗なところがあれば一緒に見たいなと思います。
オペレーター: そういったご希望はございますか？,カスタマー: そうですね妹が結構生き物が好きなので。
オペレーター: 海鮮丼食べたいなーって今思いました。,カスタマー: 海鮮丼食べたいなーって今思いました。
オペレーター: あとお客様あの他に何か食べてみたいですとか何か見てみたいですとかそういったご要望はございますか？,カスタマー: そうですね。スイーツとか。なんかおしゃれなスイーツとかカフェとかが
オペレーター: こういったものもございますけれども、はいご興味ございますか？,カスタマー: そうですね、海産物が色々見れるお店とかがあったら。
オペレーター: では、えっとー、場所はどの辺に行きたいとかってー、もう決まって、いらっしゃいますか？,カスタマー: とー、四国地方のほうに、こう、行ってみたいなーと思ってるんですけどー。
オペレーター: ちなみに季節とかー、えーと、どういった方と行くとかってー、もう決まってらっしゃいますか？,カスタマー: あ、えとー、もうすぐ春休みなんでー、その春休みになったら両親と行こうかなっと思ってるんですけど。
オペレーター: なんかご要望とかってあります？なんか、ちょっと古風なところがいいとか。,カスタマー: あ、雰囲気…
オペレーター: なんかご要望とかってあります？なんか、ちょっと古風なところがいいとか。,カスタマー: あ、そうですね、ちょっと、古風…ふる、古めのって言うのも変ですけど。
オペレーター: なんか歴史を感じるような…感じの所ですかね？,カスタマー: あ、そうですね、そういう感じのところが、いいです。
オペレーター: 他の県のも調べてみますか？,カスタマー: あ、でも香川県ならちょうど、ちょっと、おうどん食べたいなって思っていたので、いいなーと思って。
オペレーター: ま、例えば自然スポットだったりとかー、他になんか行きたい場所だったりとかってー、あったりしますか？,カスタマー: 私、歴史系のところ、見るのが結構好きなんでー。
オペレーター: あー、なるほど。<>,カスタマー: なんか四国とかだとー、あれですよね、土佐藩とかなんか。
オペレーター: はいはいはい。,カスタマー: 高知とかなんでー、なんかそういうところ一箇所ぐらい見れたらなーと思うんですけどー。
オペレーター: 一応、なんか、もう少々、ご紹介いたしましょうか？,カスタマー: あ、でもなんか、今度夕飯とかのほうをどうしよっかなと思って。
オペレーター: 少々お待ちください。,カスタマー: なんか夕飯…夕飯を<>
